0	0	0
11	43	28
19	58	34
24	68	37
28	77	38
31	84	39
34	91	40
37	96	41
39	102	41
42	106	42
44	111	42
46	115	43
48	119	43
49	123	43
51	126	43
52	129	43
54	133	44
24	62	140
28	47	102
32	52	81
35	60	69
37	68	63
40	75	59
42	82	57
44	88	55
46	93	54
48	98	53
49	103	52
51	107	51
53	112	51
54	115	50
56	119	50
57	123	50
58	126	49
35	81	137
38	66	118
40	64	101
42	66	90
44	70	81
46	75	75
48	80	71
50	85	67
51	90	65
53	95	62
54	99	61
56	103	59
57	107	58
58	111	57
60	114	56
61	118	56
62	121	55
43	94	137
45	81	123
46	76	111
48	75	101
50	76	93
52	79	87
53	82	81
55	86	77
56	90	74
57	93	71
59	97	69
60	101	67
61	104	65
62	108	63
63	111	62
65	114	61
66	118	60
48	103	136
50	92	126
52	86	117
53	83	108
55	83	101
56	84	95
57	86	90
59	88	85
60	91	81
61	94	78
62	97	75
64	100	73
65	103	71
66	106	69
67	109	68
68	112	66
69	115	65
53	111	136
55	101	128
56	94	121
58	91	113
59	89	107
60	89	101
61	90	96
63	91	92
64	93	88
65	96	84
66	98	81
67	101	79
68	103	76
69	106	74
70	108	73
71	111	71
72	114	69
58	118	136
59	109	130
60	102	123
62	98	117
63	96	111
64	95	106
65	95	101
66	96	97
67	97	93
68	98	90
69	100	87
70	102	84
71	104	81
72	106	79
73	109	77
74	111	75
75	113	74
62	125	136
63	116	130
64	109	125
65	105	119
66	102	114
67	101	110
68	100	105
69	100	101
70	100	97
71	101	94
72	103	91
73	104	88
74	106	86
75	108	83
76	110	81
77	112	79
77	114	78
65	130	136
66	122	131
67	116	126
68	111	121
69	108	117
70	106	113
71	105	108
72	104	105
73	104	101
74	105	98
75	106	95
76	107	92
77	108	90
78	110	87
78	111	85
79	113	83
80	115	81
69	136	136
70	128	132
71	122	127
72	117	123
72	114	119
73	111	115
74	110	111
75	109	108
76	109	104
77	109	101
78	109	98
78	110	96
79	111	93
80	112	91
81	113	89
82	115	87
82	116	85
72	141	136
73	133	132
73	127	128
74	123	124
75	119	121
76	117	117
77	115	113
78	114	110
79	113	107
79	113	104
80	113	101
81	113	99
82	114	96
82	114	94
83	115	92
84	117	90
85	118	88
75	145	136
75	138	133
76	132	129
77	128	125
78	124	122
79	121	119
80	119	115
80	118	112
81	117	109
82	116	106
83	116	104
83	116	101
84	117	99
85	117	97
85	118	94
86	119	92
87	120	91
77	149	136
78	143	133
79	137	130
80	133	126
80	129	123
81	126	120
82	124	117
83	122	114
83	121	111
84	120	108
85	120	106
86	120	103
86	120	101
87	120	99
88	120	97
88	121	95
89	122	93
80	153	136
81	147	133
81	142	130
82	137	127
83	134	124
84	131	121
84	128	118
85	126	116
86	125	113
86	124	110
87	123	108
88	123	106
88	123	103
89	123	101
90	123	99
90	124	97
91	124	95
82	157	136
83	151	133
84	146	130
84	141	128
85	138	125
86	135	122
86	132	119
87	130	117
88	129	114
88	128	112
89	127	110
90	126	107
90	126	105
91	126	103
92	126	101
92	126	99
93	127	97
84	161	136
85	155	134
86	150	131
87	146	128
87	142	126
88	139	123
89	136	121
89	134	118
90	133	116
90	131	113
91	130	111
92	130	109
92	129	107
93	129	105
94	129	103
94	129	101
95	129	99
87	164	136
87	159	134
88	154	131
89	149	129
89	146	126
90	143	124
91	140	121
91	138	119
92	136	117
92	135	115
93	134	113
94	133	110
94	132	108
95	132	107
95	132	105
96	132	103
97	132	101
4	54	306
14	52	331
21	55	344
25	59	353
29	63	0
32	68	4
35	72	8
38	76	11
40	80	13
42	84	15
44	87	17
46	91	18
48	94	20
50	97	21
51	100	22
53	103	23
54	106	24
26	26	193
30	0	180
33	16	19
36	28	21
38	37	22
40	45	24
43	52	25
45	58	26
47	64	26
48	69	27
50	74	28
52	78	28
53	82	29
55	86	29
56	90	30
57	93	30
59	96	31
36	45	167
38	26	146
41	19	108
43	22	76
45	29	59
47	36	51
49	43	46
50	49	44
52	55	42
53	60	41
55	65	40
56	70	39
58	74	39
59	78	38
60	82	38
61	86	38
63	89	38
43	60	158
45	44	145
47	35	127
49	32	107
50	34	90
52	37	77
54	42	68
55	47	62
56	52	58
58	57	54
59	61	52
60	66	50
62	70	49
63	74	47
64	78	46
65	81	46
66	85	45
49	72	154
51	58	144
52	49	132
54	44	119
55	43	106
57	44	95
58	46	85
59	49	78
60	53	72
62	56	67
63	60	64
64	64	61
65	68	58
66	71	56
67	75	55
68	79	53
69	82	52
54	82	151
55	69	143
57	61	134
58	55	124
59	52	115
61	52	105
62	52	97
63	54	90
64	56	83
65	59	78
66	62	74
67	65	70
68	68	67
69	71	65
70	74	63
71	77	61
72	81	59
58	90	150
60	79	143
61	71	135
62	65	128
63	62	120
64	60	112
65	59	105
66	59	98
68	61	92
69	62	87
70	64	83
71	67	79
71	69	75
72	72	72
73	75	70
74	78	68
75	80	66
62	98	148
63	87	142
64	80	136
66	74	130
67	70	123
68	68	117
69	66	110
70	66	104
71	66	99
72	67	94
73	68	90
73	70	86
74	72	82
75	74	79
76	76	76
77	79	74
78	81	72
66	105	147
67	95	142
68	88	137
69	82	131
70	78	125
71	75	120
72	73	114
73	72	109
74	72	104
74	72	100
75	73	95
76	74	91
77	75	88
78	77	85
79	79	82
79	81	79
80	83	77
69	111	146
70	102	142
71	95	137
72	89	132
73	85	127
74	82	122
75	80	117
75	78	113
76	77	108
77	77	104
78	77	100
79	78	96
80	79	93
80	80	90
81	82	87
82	83	84
83	85	82
72	117	145
73	108	141
74	101	137
75	96	133
76	92	128
76	88	124
77	86	120
78	84	115
79	83	111
80	82	107
80	82	104
81	82	100
82	83	97
83	84	94
83	85	91
84	86	88
85	87	86
75	122	145
76	114	141
77	108	137
77	102	133
78	98	129
79	95	125
80	92	122
81	90	118
81	88	114
82	88	110
83	87	107
84	87	104
84	87	100
85	88	97
86	88	95
86	89	92
87	90	90
77	127	144
78	119	141
79	113	137
80	108	134
81	104	130
81	100	127
82	98	123
83	95	120
84	94	116
84	93	113
85	92	109
86	91	106
86	91	103
87	91	101
88	92	98
88	92	95
89	93	93
80	132	144
81	125	141
82	119	137
82	114	134
83	109	131
84	106	127
84	103	124
85	101	121
86	99	118
87	97	115
87	96	112
88	96	109
89	95	106
89	95	103
90	96	101
91	96	98
91	96	96
82	136	143
83	129	140
84	124	137
85	119	134
85	114	131
86	111	128
87	108	125
87	106	122
88	104	119
89	102	116
89	101	114
90	100	111
91	100	108
91	99	106
92	99	103
92	99	101
93	100	99
85	140	143
85	134	140
86	128	137
87	123	135
87	119	132
88	116	129
89	113	126
89	110	123
90	108	121
91	107	118
91	105	115
92	104	113
93	104	110
93	103	108
94	103	105
94	103	103
95	103	101
87	144	143
87	138	140
88	133	137
89	128	135
89	124	132
90	120	130
91	117	127
91	115	124
92	113	122
93	111	119
93	110	117
94	108	114
94	108	112
95	107	109
96	107	107
96	106	105
97	106	103
8	72	308
17	66	321
22	66	331
27	67	338
30	69	344
33	72	349
36	74	353
39	77	357
41	80	0
43	83	2
45	85	4
47	88	6
49	91	8
50	93	9
52	96	11
53	99	12
55	101	13
27	26	245
31	20	295
34	25	329
36	32	345
39	39	354
41	45	0
43	50	4
45	56	7
47	60	9
49	65	11
51	69	13
52	73	14
54	76	16
55	80	17
56	83	18
58	86	19
59	89	19
37	33	193
39	14	195
42	0	270
44	11	18
46	20	19
47	28	20
49	35	21
51	41	22
52	47	22
54	52	23
55	57	24
57	62	24
58	66	25
59	70	25
61	74	26
62	77	26
63	81	26
44	46	175
46	29	166
48	18	147
49	13	110
51	16	74
53	22	56
54	28	48
55	34	43
57	39	40
58	45	38
59	50	37
61	54	36
62	59	35
63	63	35
64	67	34
65	71	34
66	74	34
50	57	167
51	43	158
53	33	146
54	26	129
56	24	108
57	25	90
58	28	76
60	32	66
61	37	59
62	41	54
63	46	51
64	50	48
65	54	46
67	58	45
68	62	44
69	66	43
70	69	42
54	67	162
56	54	155
57	45	145
59	38	134
60	35	121
61	33	108
62	34	95
63	36	85
65	38	76
66	42	70
67	45	65
68	49	61
69	53	58
70	56	55
71	60	53
72	63	51
73	67	50
59	76	158
60	64	152
61	55	145
62	49	136
64	44	127
65	42	117
66	41	107
67	41	98
68	43	90
69	45	83
70	47	77
71	50	72
72	53	68
73	56	65
74	59	62
74	62	60
75	65	58
63	84	156
64	73	151
65	65	144
66	58	137
67	54	130
68	50	122
69	49	114
70	48	106
71	48	99
72	49	93
73	51	87
74	53	82
75	55	77
75	57	74
76	60	70
77	63	68
78	65	65
66	91	154
67	81	149
68	73	144
69	67	138
70	62	132
71	58	125
72	56	119
73	55	112
74	54	106
75	54	100
76	55	95
76	56	90
77	58	85
78	60	81
79	62	78
80	64	75
80	66	72
69	97	153
70	88	148
71	80	144
72	74	139
73	69	133
74	66	128
75	63	122
76	61	116
77	60	111
77	60	106
78	60	101
79	61	96
80	62	92
81	63	88
81	64	84
82	66	81
83	68	78
72	103	151
73	94	148
74	87	143
75	81	139
76	77	134
77	73	129
78	70	124
78	68	120
79	66	115
80	65	110
81	65	105
81	65	101
82	66	97
83	67	93
84	68	90
84	69	86
85	71	84
75	109	150
76	100	147
77	94	143
78	88	139
78	83	135
79	79	131
80	76	126
81	74	122
82	72	118
82	71	113
83	70	109
84	70	105
85	70	101
85	71	98
86	71	94
87	72	91
87	73	88
78	114	150
79	106	146
79	99	143
80	94	139
81	89	135
82	85	132
82	82	128
83	80	124
84	78	120
85	76	116
85	75	112
86	75	108
87	75	105
87	75	101
88	75	98
89	76	95
89	77	92
80	119	149
81	111	146
82	105	143
83	100	139
83	95	136
84	91	132
85	88	129
85	85	125
86	83	122
87	82	118
87	80	115
88	80	111
89	79	108
89	79	105
90	79	102
91	79	99
91	80	96
83	123	148
83	116	145
84	110	142
85	105	139
86	100	136
86	97	133
87	93	130
88	91	126
88	88	123
89	87	120
90	85	117
90	84	113
91	83	110
91	83	107
92	83	104
93	83	102
93	83	99
85	128	148
86	121	145
86	115	142
87	110	139
88	106	136
88	102	133
89	99	130
90	96	127
90	93	124
91	91	121
92	90	118
92	89	115
93	88	113
93	87	110
94	87	107
95	87	104
95	87	102
87	132	147
88	125	144
88	120	142
89	115	139
90	110	137
90	107	134
91	103	131
92	101	128
92	98	125
93	96	123
93	94	120
94	93	117
95	92	114
95	91	112
96	91	109
96	91	107
97	90	104
11	83	308
19	77	317
24	75	324
28	75	331
31	76	336
34	77	340
37	79	344
39	81	348
42	83	351
44	85	353
46	87	356
47	89	358
49	92	0
51	94	1
52	96	3
54	98	4
55	100	6
28	36	270
32	34	297
35	37	317
37	41	329
40	45	338
42	50	345
44	54	350
46	58	354
48	62	357
49	66	0
51	69	2
53	73	4
54	76	6
56	79	7
57	82	9
58	85	10
60	87	11
38	30	222
40	17	249
42	14	294
44	17	328
46	24	345
48	30	354
50	36	0
