0	0	0	0	0	0
64	0	0	64	0	0
128	0	0	128	0	0
192	0	0	192	0	0
256	0	0	256	0	0
320	0	0	320	0	0
384	0	0	384	0	0
448	0	0	448	0	0
512	0	0	512	0	0
575	0	0	575	0	0
639	0	0	639	0	0
703	0	0	703	0	0
767	0	0	767	0	0
831	0	0	831	0	0
895	0	0	895	0	0
959	0	0	959	0	0
1023	0	0	1023	0	0
0	64	0	0	64	0
64	64	0	64	64	0
128	64	0	128	64	0
192	64	0	192	64	0
256	64	0	256	64	0
320	64	0	320	64	0
384	64	0	384	64	0
448	64	0	448	64	0
512	64	0	512	64	0
575	64	0	575	64	0
639	64	0	639	64	0
703	64	0	703	64	0
767	64	0	767	64	0
831	64	0	831	64	0
895	64	0	895	64	0
959	64	0	959	64	0
1023	64	0	1023	64	0
0	128	0	0	128	0
64	128	0	64	128	0
128	128	0	128	128	0
192	128	0	192	128	0
256	128	0	256	128	0
320	128	0	320	128	0
384	128	0	384	128	0
448	128	0	448	128	0
512	128	0	512	128	0
575	128	0	575	128	0
639	128	0	639	128	0
703	128	0	703	128	0
767	128	0	767	128	0
831	128	0	831	128	0
895	128	0	895	128	0
959	128	0	959	128	0
1023	128	0	1023	128	0
0	192	0	0	192	0
64	192	0	64	192	0
128	192	0	128	192	0
192	192	0	192	192	0
256	192	0	256	192	0
320	192	0	320	192	0
384	192	0	384	192	0
448	192	0	448	192	0
512	192	0	512	192	0
575	192	0	575	192	0
639	192	0	639	192	0
703	192	0	703	192	0
767	192	0	767	192	0
831	192	0	831	192	0
895	192	0	895	192	0
959	192	0	959	192	0
1023	192	0	1023	192	0
0	256	0	0	256	0
64	256	0	64	256	0
128	256	0	128	256	0
192	256	0	192	256	0
256	256	0	256	256	0
320	256	0	320	256	0
384	256	0	384	256	0
448	256	0	448	256	0
512	256	0	512	256	0
575	256	0	575	256	0
639	256	0	639	256	0
703	256	0	703	256	0
767	256	0	767	256	0
831	256	0	831	256	0
895	256	0	895	256	0
959	256	0	959	256	0
1023	256	0	1023	256	0
0	320	0	0	320	0
64	320	0	64	320	0
128	320	0	128	320	0
192	320	0	192	320	0
256	320	0	256	320	0
320	320	0	320	320	0
384	320	0	384	320	0
448	320	0	448	320	0
512	320	0	512	320	0
575	320	0	575	320	0
639	320	0	639	320	0
703	320	0	703	320	0
767	320	0	767	320	0
831	320	0	831	320	0
895	320	0	895	320	0
959	320	0	959	320	0
1023	320	0	1023	320	0
0	384	0	0	384	0
64	384	0	64	384	0
128	384	0	128	384	0
192	384	0	192	384	0
256	384	0	256	384	0
320	384	0	320	384	0
384	384	0	384	384	0
448	384	0	448	384	0
512	384	0	512	384	0
575	384	0	575	384	0
639	384	0	639	384	0
703	384	0	703	384	0
767	384	0	767	384	0
831	384	0	831	384	0
895	384	0	895	384	0
959	384	0	959	384	0
1023	384	0	1023	384	0
0	448	0	0	448	0
64	448	0	64	448	0
128	448	0	128	448	0
192	448	0	192	448	0
256	448	0	256	448	0
320	448	0	320	448	0
384	448	0	384	448	0
448	448	0	448	448	0
512	448	0	512	448	0
575	448	0	575	448	0
639	448	0	639	448	0
703	448	0	703	448	0
767	448	0	767	448	0
831	448	0	831	448	0
895	448	0	895	448	0
959	448	0	959	448	0
1023	448	0	1023	448	0
0	512	0	0	512	0
64	512	0	64	512	0
128	512	0	128	512	0
192	512	0	192	512	0
256	512	0	256	512	0
320	512	0	320	512	0
384	512	0	384	512	0
448	512	0	448	512	0
512	512	0	512	512	0
575	512	0	575	512	0
639	512	0	639	512	0
703	512	0	703	512	0
767	512	0	767	512	0
831	512	0	831	512	0
895	512	0	895	512	0
959	512	0	959	512	0
1023	512	0	1023	512	0
0	575	0	0	575	0
64	575	0	64	575	0
128	575	0	128	575	0
192	575	0	192	575	0
256	575	0	256	575	0
320	575	0	320	575	0
384	575	0	384	575	0
448	575	0	448	575	0
512	575	0	512	575	0
575	575	0	575	575	0
639	575	0	639	575	0
703	575	0	703	575	0
767	575	0	767	575	0
831	575	0	831	575	0
895	575	0	895	575	0
959	575	0	959	575	0
1023	575	0	1023	575	0
0	639	0	0	639	0
64	639	0	64	639	0
128	639	0	128	639	0
192	639	0	192	639	0
256	639	0	256	639	0
320	639	0	320	639	0
384	639	0	384	639	0
448	639	0	448	639	0
512	639	0	512	639	0
575	639	0	575	639	0
639	639	0	639	639	0
703	639	0	703	639	0
767	639	0	767	639	0
831	639	0	831	639	0
895	639	0	895	639	0
959	639	0	959	639	0
1023	639	0	1023	639	0
0	703	0	0	703	0
64	703	0	64	703	0
128	703	0	128	703	0
192	703	0	192	703	0
256	703	0	256	703	0
320	703	0	320	703	0
384	703	0	384	703	0
448	703	0	448	703	0
512	703	0	512	703	0
575	703	0	575	703	0
639	703	0	639	703	0
703	703	0	703	703	0
767	703	0	767	703	0
831	703	0	831	703	0
895	703	0	895	703	0
959	703	0	959	703	0
1023	703	0	1023	703	0
0	767	0	0	767	0
64	767	0	64	767	0
128	767	0	128	767	0
192	767	0	192	767	0
256	767	0	256	767	0
320	767	0	320	767	0
384	767	0	384	767	0
448	767	0	448	767	0
512	767	0	512	767	0
575	767	0	575	767	0
639	767	0	639	767	0
703	767	0	703	767	0
767	767	0	767	767	0
831	767	0	831	767	0
895	767	0	895	767	0
959	767	0	959	767	0
1023	767	0	1023	767	0
0	831	0	0	831	0
64	831	0	64	831	0
128	831	0	128	831	0
192	831	0	192	831	0
256	831	0	256	831	0
320	831	0	320	831	0
384	831	0	384	831	0
448	831	0	448	831	0
512	831	0	512	831	0
575	831	0	575	831	0
639	831	0	639	831	0
703	831	0	703	831	0
767	831	0	767	831	0
831	831	0	831	831	0
895	831	0	895	831	0
959	831	0	959	831	0
1023	831	0	1023	831	0
0	895	0	0	895	0
64	895	0	64	895	0
128	895	0	128	895	0
192	895	0	192	895	0
256	895	0	256	895	0
320	895	0	320	895	0
384	895	0	384	895	0
448	895	0	448	895	0
512	895	0	512	895	0
575	895	0	575	895	0
639	895	0	639	895	0
703	895	0	703	895	0
767	895	0	767	895	0
831	895	0	831	895	0
895	895	0	895	895	0
959	895	0	959	895	0
1023	895	0	1023	895	0
0	959	0	0	959	0
64	959	0	64	959	0
128	959	0	128	959	0
192	959	0	192	959	0
256	959	0	256	959	0
320	959	0	320	959	0
384	959	0	384	959	0
448	959	0	448	959	0
512	959	0	512	959	0
575	959	0	575	959	0
639	959	0	639	959	0
703	959	0	703	959	0
767	959	0	767	959	0
831	959	0	831	959	0
895	959	0	895	959	0
959	959	0	959	959	0
1023	959	0	1023	959	0
0	1023	0	0	1023	0
64	1023	0	64	1023	0
128	1023	0	128	1023	0
192	1023	0	192	1023	0
256	1023	0	256	1023	0
320	1023	0	320	1023	0
384	1023	0	384	1023	0
448	1023	0	448	1023	0
512	1023	0	512	1023	0
575	1023	0	575	1023	0
639	1023	0	639	1023	0
703	1023	0	703	1023	0
767	1023	0	767	1023	0
831	1023	0	831	1023	0
895	1023	0	895	1023	0
959	1023	0	959	1023	0
1023	1023	0	1023	1023	0
0	0	64	0	0	64
64	0	64	64	0	64
128	0	64	128	0	64
192	0	64	192	0	64
256	0	64	256	0	64
320	0	64	320	0	64
384	0	64	384	0	64
448	0	64	448	0	64
512	0	64	512	0	64
575	0	64	575	0	64
639	0	64	639	0	64
703	0	64	703	0	64
767	0	64	767	0	64
831	0	64	831	0	64
895	0	64	895	0	64
959	0	64	959	0	64
1023	0	64	1023	0	64
0	64	64	0	64	64
64	64	64	64	64	64
128	64	64	128	64	64
192	64	64	192	64	64
256	64	64	256	64	64
320	64	64	320	64	64
384	64	64	384	64	64
448	64	64	448	64	64
512	64	64	512	64	64
575	64	64	575	64	64
639	64	64	639	64	64
703	64	64	703	64	64
767	64	64	767	64	64
831	64	64	831	64	64
895	64	64	895	64	64
959	64	64	959	64	64
1023	64	64	1023	64	64
0	128	64	0	128	64
64	128	64	64	128	64
128	128	64	128	128	64
192	128	64	192	128	64
256	128	64	256	128	64
320	128	64	320	128	64
384	128	64	384	128	64
448	128	64	448	128	64
512	128	64	512	128	64
575	128	64	575	128	64
639	128	64	639	128	64
703	128	64	703	128	64
767	128	64	767	128	64
831	128	64	831	128	64
895	128	64	895	128	64
959	128	64	959	128	64
1023	128	64	1023	128	64
0	192	64	0	192	64
64	192	64	64	192	64
128	192	64	128	192	64
192	192	64	192	192	64
256	192	64	256	192	64
320	192	64	320	192	64
384	192	64	384	192	64
448	192	64	448	192	64
512	192	64	512	192	64
575	192	64	575	192	64
639	192	64	639	192	64
703	192	64	703	192	64
767	192	64	767	192	64
831	192	64	831	192	64
895	192	64	895	192	64
959	192	64	959	192	64
1023	192	64	1023	192	64
0	256	64	0	256	64
64	256	64	64	256	64
128	256	64	128	256	64
192	256	64	192	256	64
256	256	64	256	256	64
320	256	64	320	256	64
384	256	64	384	256	64
448	256	64	448	256	64
512	256	64	512	256	64
575	256	64	575	256	64
639	256	64	639	256	64
703	256	64	703	256	64
767	256	64	767	256	64
831	256	64	831	256	64
895	256	64	895	256	64
959	256	64	959	256	64
1023	256	64	1023	256	64
0	320	64	0	320	64
64	320	64	64	320	64
128	320	64	128	320	64
192	320	64	192	320	64
256	320	64	256	320	64
320	320	64	320	320	64
384	320	64	384	320	64
448	320	64	448	320	64
512	320	64	512	320	64
575	320	64	575	320	64
639	320	64	639	320	64
703	320	64	703	320	64
767	320	64	767	320	64
831	320	64	831	320	64
895	320	64	895	320	64
959	320	64	959	320	64
1023	320	64	1023	320	64
0	384	64	0	384	64
64	384	64	64	384	64
128	384	64	128	384	64
192	384	64	192	384	64
256	384	64	256	384	64
320	384	64	320	384	64
384	384	64	384	384	64
448	384	64	448	384	64
512	384	64	512	384	64
575	384	64	575	384	64
639	384	64	639	384	64
703	384	64	703	384	64
767	384	64	767	384	64
831	384	64	831	384	64
895	384	64	895	384	64
959	384	64	959	384	64
1023	384	64	1023	384	64
0	448	64	0	448	64
64	448	64	64	448	64
128	448	64	128	448	64
192	448	64	192	448	64
256	448	64	256	448	64
320	448	64	320	448	64
384	448	64	384	448	64
448	448	64	448	448	64
512	448	64	512	448	64
575	448	64	575	448	64
639	448	64	639	448	64
703	448	64	703	448	64
